feature_name	criterion	criterion_status	positive_points	penalty_points	evidence_source	note	reviewer_verification
Ochrobactrum	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.	VERIFIED_LOCKED_RULE_APPLICATION
Staphylococcus	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=EXPLORATORY_ONLY	VERIFIED_LOCKED_RULE_APPLICATION
Staphylococcus	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.	VERIFIED_LOCKED_RULE_APPLICATION
Staphylococcus	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Staphylococcus	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Staphylococcus	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Staphylococcus	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Staphylococcus	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Staphylococcus	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Staphylococcus	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.	VERIFIED_LOCKED_RULE_APPLICATION
Lysobacter	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=METHOD_SENSITIVE	VERIFIED_LOCKED_RULE_APPLICATION
Lysobacter	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.	VERIFIED_LOCKED_RULE_APPLICATION
Lysobacter	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Lysobacter	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Lysobacter	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Lysobacter	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Lysobacter	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Lysobacter	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Lysobacter	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.	VERIFIED_LOCKED_RULE_APPLICATION
Brevundimonas	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=CONTAMINATION_SENSITIVE	VERIFIED_LOCKED_RULE_APPLICATION
Brevundimonas	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.	VERIFIED_LOCKED_RULE_APPLICATION
Brevundimonas	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Brevundimonas	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Brevundimonas	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Brevundimonas	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Brevundimonas	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Brevundimonas	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Brevundimonas	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.	VERIFIED_LOCKED_RULE_APPLICATION
Paraburkholderia	external_replication	FAIL_LOCKED_EVIDENCE_CATEGORY	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	derived_synthesis_category=NO_SUPPORTED_ASSOCIATION	VERIFIED_LOCKED_RULE_APPLICATION
Paraburkholderia	cell_type_specificity	NOT_SUPPORTED_BY_LOCKED_SINGLE_CELL_EVIDENCE	0	0	05_results/tables/phase10a_cross_layer_evidence_inventory.tsv	CELL_COMPOSITION_EXPLAINED is not treated as true cell-type specificity.	VERIFIED_LOCKED_RULE_APPLICATION
Paraburkholderia	druggability	UNKNOWN_NO_REPRODUCIBLE_OPENTARGETS_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tractability values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Paraburkholderia	tumor_versus_normal_selectivity	UNKNOWN_NO_REPRODUCIBLE_GTEX_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded tumor-vs-normal values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Paraburkholderia	existing_compounds	UNKNOWN_NO_REPRODUCIBLE_CHEMBL_EVIDENCE	0	0	05_results/tables/phase10br_external_database_query_audit.tsv	No hardcoded compound values are used.	VERIFIED_LOCKED_RULE_APPLICATION
Paraburkholderia	genetic_dependency	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Paraburkholderia	pathway_position	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Paraburkholderia	safety_essentiality_concerns	UNKNOWN_NO_LOCKED_QUANTITATIVE_INPUT	0	0	05_results/tables/phase10a_target_prioritization_framework.tsv	Criterion retained from locked framework; no reproducible Phase 10B-R input table available.	VERIFIED_LOCKED_RULE_APPLICATION
Paraburkholderia	literature_rescue	PROHIBITED_BY_PHASE10A_PARAMETER	0	0	01_metadata/phase10a_evidence_synthesis_parameter_inventory.tsv	Literature support cannot add points or override weak/composition-sensitive evidence.	VERIFIED_LOCKED_RULE_APPLICATION
